Country_Region_x,Date,ConfirmedCases_x,Fatalities_x,Daily Cases_x,Daily Deaths_x,Country_Region_y,ConfirmedCases_y,Fatalities_y,Daily Cases_y,Daily Deaths_y,Country_Region,ConfirmedCases,Fatalities,Daily Cases,Daily Deaths
India,2020-02-14,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-15,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-16,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-17,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-18,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-19,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-20,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-21,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-22,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-23,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-24,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-25,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,1.0,0.0,0.0,0.0
India,2020-02-26,3.0,0.0,0.0,0.0,Netherlands,0.0,0.0,0.0,0.0,Sweden,2.0,0.0,1.0,0.0
India,2020-02-27,3.0,0.0,0.0,0.0,Netherlands,1.0,0.0,1.0,0.0,Sweden,7.0,0.0,5.0,0.0
India,2020-02-28,3.0,0.0,0.0,0.0,Netherlands,1.0,0.0,0.0,0.0,Sweden,7.0,0.0,0.0,0.0
India,2020-02-29,3.0,0.0,0.0,0.0,Netherlands,6.0,0.0,5.0,0.0,Sweden,12.0,0.0,5.0,0.0
India,2020-03-01,3.0,0.0,0.0,0.0,Netherlands,10.0,0.0,4.0,0.0,Sweden,14.0,0.0,2.0,0.0
India,2020-03-02,5.0,0.0,2.0,0.0,Netherlands,18.0,0.0,8.0,0.0,Sweden,15.0,0.0,1.0,0.0
India,2020-03-03,5.0,0.0,0.0,0.0,Netherlands,24.0,0.0,6.0,0.0,Sweden,21.0,0.0,6.0,0.0
India,2020-03-04,28.0,0.0,23.0,0.0,Netherlands,38.0,0.0,14.0,0.0,Sweden,35.0,0.0,14.0,0.0
India,2020-03-05,30.0,0.0,2.0,0.0,Netherlands,82.0,0.0,44.0,0.0,Sweden,94.0,0.0,59.0,0.0
India,2020-03-06,31.0,0.0,1.0,0.0,Netherlands,128.0,1.0,46.0,1.0,Sweden,101.0,0.0,7.0,0.0
India,2020-03-07,34.0,0.0,3.0,0.0,Netherlands,188.0,1.0,60.0,0.0,Sweden,161.0,0.0,60.0,0.0
India,2020-03-08,39.0,0.0,5.0,0.0,Netherlands,265.0,3.0,77.0,2.0,Sweden,203.0,0.0,42.0,0.0
India,2020-03-09,43.0,0.0,4.0,0.0,Netherlands,321.0,3.0,56.0,0.0,Sweden,248.0,0.0,45.0,0.0
India,2020-03-10,56.0,0.0,13.0,0.0,Netherlands,382.0,4.0,61.0,1.0,Sweden,355.0,0.0,107.0,0.0
India,2020-03-11,62.0,1.0,6.0,1.0,Netherlands,503.0,5.0,121.0,1.0,Sweden,500.0,1.0,145.0,1.0
India,2020-03-12,73.0,1.0,11.0,0.0,Netherlands,503.0,5.0,0.0,0.0,Sweden,599.0,1.0,99.0,0.0
India,2020-03-13,82.0,2.0,9.0,1.0,Netherlands,806.0,10.0,303.0,5.0,Sweden,814.0,1.0,215.0,0.0
India,2020-03-14,102.0,2.0,20.0,0.0,Netherlands,962.0,12.0,156.0,2.0,Sweden,961.0,2.0,147.0,1.0
India,2020-03-15,113.0,2.0,11.0,0.0,Netherlands,1138.0,20.0,176.0,8.0,Sweden,1022.0,3.0,61.0,1.0
India,2020-03-16,119.0,2.0,6.0,0.0,Netherlands,1416.0,24.0,278.0,4.0,Sweden,1103.0,6.0,81.0,3.0
India,2020-03-17,142.0,3.0,23.0,1.0,Netherlands,1711.0,43.0,295.0,19.0,Sweden,1190.0,7.0,87.0,1.0
India,2020-03-18,156.0,3.0,14.0,0.0,Netherlands,2058.0,58.0,347.0,15.0,Sweden,1279.0,10.0,89.0,3.0
India,2020-03-19,194.0,4.0,38.0,1.0,Netherlands,2467.0,77.0,409.0,19.0,Sweden,1439.0,11.0,160.0,1.0
India,2020-03-20,244.0,5.0,50.0,1.0,Netherlands,3003.0,107.0,536.0,30.0,Sweden,1639.0,16.0,200.0,5.0
India,2020-03-21,330.0,4.0,86.0,-1.0,Netherlands,3640.0,137.0,637.0,30.0,Sweden,1763.0,20.0,124.0,4.0
India,2020-03-22,396.0,7.0,66.0,3.0,Netherlands,4217.0,180.0,577.0,43.0,Sweden,1934.0,21.0,171.0,1.0
India,2020-03-23,499.0,10.0,103.0,3.0,Netherlands,4764.0,214.0,547.0,34.0,Sweden,2046.0,25.0,112.0,4.0
India,2020-03-24,536.0,10.0,37.0,0.0,Netherlands,5580.0,277.0,816.0,63.0,Sweden,2286.0,36.0,240.0,11.0
India,2020-03-25,657.0,12.0,121.0,2.0,Netherlands,6438.0,357.0,858.0,80.0,Sweden,2526.0,62.0,240.0,26.0
India,2020-03-26,727.0,20.0,70.0,8.0,Netherlands,7468.0,435.0,1030.0,78.0,Sweden,2840.0,77.0,314.0,15.0
India,2020-03-27,887.0,20.0,160.0,0.0,Netherlands,8647.0,547.0,1179.0,112.0,Sweden,3069.0,105.0,229.0,28.0
India,2020-03-28,987.0,24.0,100.0,4.0,Netherlands,9819.0,640.0,1172.0,93.0,Sweden,3447.0,105.0,378.0,0.0
India,2020-03-29,1024.0,27.0,37.0,3.0,Netherlands,10930.0,772.0,1111.0,132.0,Sweden,3700.0,110.0,253.0,5.0
India,2020-03-30,1251.0,32.0,227.0,5.0,Netherlands,11817.0,865.0,887.0,93.0,Sweden,4028.0,146.0,328.0,36.0
India,2020-03-31,1397.0,35.0,146.0,3.0,Netherlands,12667.0,1040.0,850.0,175.0,Sweden,4435.0,180.0,407.0,34.0
India,2020-04-01,1998.0,58.0,601.0,23.0,Netherlands,13696.0,1175.0,1029.0,135.0,Sweden,4947.0,239.0,512.0,59.0
India,2020-04-02,2543.0,72.0,545.0,14.0,Netherlands,14788.0,1341.0,1092.0,166.0,Sweden,5568.0,308.0,621.0,69.0
India,2020-04-03,2567.0,72.0,24.0,0.0,Netherlands,15821.0,1490.0,1033.0,149.0,Sweden,6131.0,358.0,563.0,50.0
India,2020-04-04,3082.0,86.0,515.0,14.0,Netherlands,16727.0,1656.0,906.0,166.0,Sweden,6443.0,373.0,312.0,15.0
India,2020-04-05,3588.0,99.0,506.0,13.0,Netherlands,17953.0,1771.0,1226.0,115.0,Sweden,6830.0,401.0,387.0,28.0
India,2020-04-06,4778.0,136.0,1190.0,37.0,Netherlands,18926.0,1874.0,973.0,103.0,Sweden,7206.0,477.0,376.0,76.0
India,2020-04-07,5311.0,150.0,533.0,14.0,Netherlands,19709.0,2108.0,783.0,234.0,Sweden,7693.0,591.0,487.0,114.0
India,2020-04-08,5916.0,178.0,605.0,28.0,Netherlands,20682.0,2255.0,973.0,147.0,Sweden,8419.0,687.0,726.0,96.0
India,2020-04-09,6725.0,226.0,809.0,48.0,Netherlands,21903.0,2403.0,1221.0,148.0,Sweden,9141.0,793.0,722.0,106.0
India,2020-04-10,7598.0,246.0,873.0,20.0,Netherlands,23249.0,2520.0,1346.0,117.0,Sweden,9685.0,870.0,544.0,77.0
India,2020-04-11,8446.0,288.0,848.0,42.0,Netherlands,24571.0,2653.0,1322.0,133.0,Sweden,10151.0,887.0,466.0,17.0
India,2020-04-12,9205.0,331.0,759.0,43.0,Netherlands,25746.0,2747.0,1175.0,94.0,Sweden,10483.0,899.0,332.0,12.0
India,2020-04-13,10453.0,358.0,1248.0,27.0,Netherlands,26710.0,2833.0,964.0,86.0,Sweden,10948.0,919.0,465.0,20.0
India,2020-04-14,11487.0,393.0,1034.0,35.0,Netherlands,27580.0,2955.0,870.0,122.0,Sweden,11445.0,1033.0,497.0,114.0
India,2020-04-15,12322.0,405.0,835.0,12.0,Netherlands,28316.0,3145.0,736.0,190.0,Sweden,11927.0,1203.0,482.0,170.0
India,2020-04-16,13430.0,448.0,1108.0,43.0,Netherlands,29383.0,3327.0,1067.0,182.0,Sweden,12540.0,1333.0,613.0,130.0
India,2020-04-17,14352.0,486.0,922.0,38.0,Netherlands,30619.0,3471.0,1236.0,144.0,Sweden,13216.0,1400.0,676.0,67.0
India,2020-04-18,15722.0,521.0,1370.0,35.0,Netherlands,31766.0,3613.0,1147.0,142.0,Sweden,13822.0,1511.0,606.0,111.0
India,2020-04-19,17615.0,559.0,1893.0,38.0,Netherlands,32838.0,3697.0,1072.0,84.0,Sweden,14385.0,1540.0,563.0,29.0
India,2020-04-20,18539.0,592.0,924.0,33.0,Netherlands,33588.0,3764.0,750.0,67.0,Sweden,14777.0,1580.0,392.0,40.0
India,2020-04-21,20080.0,645.0,1541.0,53.0,Netherlands,34317.0,3929.0,729.0,165.0,Sweden,15322.0,1765.0,545.0,185.0
India,2020-04-22,21370.0,681.0,1290.0,36.0,Netherlands,35032.0,4068.0,715.0,139.0,Sweden,16004.0,1937.0,682.0,172.0
India,2020-04-23,23077.0,721.0,1707.0,40.0,Netherlands,35921.0,4192.0,889.0,124.0,Sweden,16755.0,2021.0,751.0,84.0
India,2020-04-24,24530.0,780.0,1453.0,59.0,Netherlands,36729.0,4304.0,808.0,112.0,Sweden,17567.0,2152.0,812.0,131.0
India,2020-04-25,26283.0,825.0,1753.0,45.0,Netherlands,37384.0,4424.0,655.0,120.0,Sweden,18177.0,2192.0,610.0,40.0
India,2020-04-26,27890.0,881.0,1607.0,56.0,Netherlands,38040.0,4491.0,656.0,67.0,Sweden,18640.0,2194.0,463.0,2.0
India,2020-04-27,29451.0,939.0,1561.0,58.0,Netherlands,38440.0,4534.0,400.0,43.0,Sweden,18926.0,2274.0,286.0,80.0
India,2020-04-28,31324.0,1008.0,1873.0,69.0,Netherlands,38612.0,4582.0,172.0,48.0,Sweden,19621.0,2355.0,695.0,81.0
